id,cause_of_death,region_origin,affected_nationality,missing,dead,incident_region,date,source,reliability,lat,lon
287,Drowning,,'Mostly African',,3,Mediterranean,19/07/2014,World Bulletin,Verified,33.4442,14.2383
288,Drowning,MENA,"Egypt, Syrian Arab Republic",53,2,Mediterranean,19/07/2014,Zee News,Verified,31.5818,30.6711
289,On board violence,Sub-Saharan Africa,'Sub-Saharan African',,29,Mediterranean,19/07/2014,Voice of America,Verified,34.5821,14.2163
290,Unknown (skeletal remains),Central America,,,1,U.S./Mexico Border,17/07/2014,PCOME,Verified,31.7552,-112.206
291,Drowning,,,,3,Mediterranean,17/07/2014,Al-Arab Online,Verified,32.8343,13.7192
292,Presumed drowning,Sub-Saharan Africa,"Survivors were from Gambia, Ghana and Mali",41,,Mediterranean,17/07/2014,The Daily Star,Verified,33.2423,13.1204
293,Drowning,South East Asia,Indonesia,18,2,Southeast Asia,15/07/2014,BBC,Verified,6.35306,115.291
294,Drowning,,,109,1,Mediterranean,14/07/2014,UNHCR,Verified,33.6564,14.5898
295,Unknown (skeletal remains),Central America,,,1,U.S./Mexico Border,13/07/2014,PCOME,Verified,32.14411219,-111.509938
296,Presumed drowning,,,,12,Mediterranean,12/07/2014,IANS,Verified,32.9511,13.2042
297,Drowning,Middle East/ South Asia,,21,4,Mediterranean,11/07/2014,Greek Reporter,Verified,37.86203134,26.92196211
299,Drowning,MENA,Syrian Arab Republic,188,12,Mediterranean,06/07/2014,Reuters,Verified,32.9615,13.0888
300,,,,,13,Mediterranean,05/07/2014,IANS,Verified,33.0335,15.293
301,Unknown (skeletal remains),Central America,,,1,U.S./Mexico Border,05/07/2014,PCOME,Verified,31.8871,-112.419
302,Hyperthermia,Central America,,,1,U.S./Mexico Border,02/07/2014,PCOME,Verified,31.7587,-111.714
303,Unknown (skeletal remains),Central America,,,1,U.S./Mexico Border,02/07/2014,PCOME,Verified,31.733,-111.812
304,Unknown (skeletal remains),Central America,,,1,U.S./Mexico Border,01/07/2014,PCOME,Verified,31.7307,-111.842
305,Drowning,,,75,,Mediterranean,01/07/2014,Yahoo! News,Verified,36.4317,15.8313
306,Asphyxiation and crushing,,"Syrian Arab Republic, Eritrea, Somalia, Cameroon",,45,Mediterranean,29/06/2014,Oman Daily Observer,Verified,36.22284102,14.68871875
307,Drowning,Sub-Saharan Africa,Syrian Arab Republic,4,2,Mediterranean,29/06/2014,Yahoo! News,Verified,36.1838,12.6233
308,Unknown (skeletal remains),Central America,,,1,U.S./Mexico Border,28/06/2014,PCOME,Verified,31.8661,-112.033
309,Presumed drowning,Horn of Africa,Eritrea,240,,Mediterranean,27/06/2014,IOM Rome Office,Verified,34.6033,16.875
310,Unknown (skeletal remains),Central America,,,1,U.S./Mexico Border,25/06/2014,PCOME,Verified,32.21152864,-111.5140579
311,Unknown (skeletal remains),Central America,,,1,U.S./Mexico Border,19/06/2014,PCOME,Verified,31.8556,-111.723
312,Unknown (skeletal remains),Central America,,,1,U.S./Mexico Border,19/06/2014,PCOME,Verified,31.7891,-111.757
313,Hyperthermia,Central America,,,1,U.S./Mexico Border,18/06/2014,PCOME,Verified,31.9838,-112.375
314,Drowning,South East Asia,Indonesia,26,9,Southeast Asia,18/06/2014,The World Post (Huffington and BIG),Verified,4.66259,99.5451
315,Clubbed/beaten to death,,Reported as unspecified nationals of Africa,,4,Mediterranean,18/06/2014,L'Espresso,Verified,35.2783,-2.96219
316,,Central America,,,1,U.S./Mexico Border,17/06/2014,PCOME,Verified,31.9407,-112.278
317,,MENA,Syrian Arab Republic,,1,Mediterranean,15/06/2014,BBC,Verified,35.9061,12.475
318,Unknown (skeletal remains),Central America,,,1,U.S./Mexico Border,14/06/2014,PCOME,Verified,31.8801,-111.736
319,Hyperthermia,Central America,,,1,U.S./Mexico Border,14/06/2014,PCOME,Verified,31.9337,-112.017
320,Drowning,,,,10,Mediterranean,14/06/2014,Reuters,Verified,34.2775,14.6338
321,Unknown (skeletal remains),Central America,,,1,U.S./Mexico Border,13/06/2014,PCOME,Verified,32.26897922,-111.4960305
322,Unknown (skeletal remains),Central America,,,1,U.S./Mexico Border,12/06/2014,PCOME,Verified,32.0575,-111.666
323,Unknown (skeletal remains),Central America,,,1,U.S./Mexico Border,12/06/2014,PCOME,Verified,32.206,-111.904
324,Hyperthermia,Central America,,,1,U.S./Mexico Border,12/06/2014,PCOME,Verified,32.1723,-112.034
325,Unknown (skeletal remains),Central America,,,1,U.S./Mexico Border,12/06/2014,PCOME,Verified,31.902,-112.078
327,Unknown (skeletal remains),Central America,,,1,U.S./Mexico Border,10/06/2014,PCOME,Verified,32.22806172,-111.6687087
328,Hyperthermia,Central America,,,1,U.S./Mexico Border,10/06/2014,PCOME,Verified,32.12,-111.986
329,Drowning,,'African',2,3,Mediterranean,09/06/2014,The Guardian,Verified,35.358,12.7826
330,Hyperthermia,Central America,,,1,U.S./Mexico Border,09/06/2014,PCOME,Verified,32.1258,-112.01
331,Unknown (skeletal remains),Central America,,,1,U.S./Mexico Border,09/06/2014,PCOME,Verified,31.9873,-111.861
332,Drowning,Sub-Saharan Africa,Central African Republic,,4,Mediterranean,08/06/2014,The Guardian,Verified,35.4125,12.3486
333,Unknown (skeletal remains),Central America,,,1,U.S./Mexico Border,06/06/2014,PCOME,Verified,32.11413845,-111.2796089
334,,,,,3,Mediterranean,05/06/2014,Reuters,Verified,36.4935,13.667
335,Hyperthermia,Central America,Mexico,,1,U.S./Mexico Border,03/06/2014,PCOME,Verified,32.0921,-111.929
336,Unknown (skeletal remains),Central America,,,1,U.S./Mexico Border,01/06/2014,PCOME,Verified,32.24780748,-111.4657634
337,Drowning,Horn of Africa,Mostly Ethiopian. Others were Somalian and 2 Yemeni crew,,62,Horn of Africa,31/05/2014,New Vision,Verified,12.5331,47.9224
338,Unknown (skeletal remains),Central America,,,1,U.S./Mexico Border,30/05/2014,PCOME,Verified,32.1316,-112.037
339,Unknown (skeletal remains),Central America,,,1,U.S./Mexico Border,30/05/2014,PCOME,Verified,32.0921,-111.839
340,Unknown (skeletal remains),Central America,Mexico,,1,U.S./Mexico Border,28/05/2014,PCOME,Verified,32.1584,-111.919
341,Unknown (skeletal remains),Central America,,,1,U.S./Mexico Border,27/05/2014,PCOME,Verified,32.1235,-111.89
342,Asphyxiation,South Asia,Afghanistan,,1,Mediterranean,23/05/2014,Afghan immigrant dies in back of truck,Verified,39.5061,20.2655
343,Fell from truck,North Africa,Sudan,,1,Europe,23/05/2014,Calais Migrant Solidarity,Verified,50.9513,1.85869
344,Unknown (skeletal remains),Central America,,,1,U.S./Mexico Border,22/05/2014,PCOME,Verified,32.20486202,-111.4550305
345,Unknown (skeletal remains),Central America,,,1,U.S./Mexico Border,21/05/2014,PCOME,Verified,32.1526,-111.861
346,Unknown (skeletal remains),Central America,Mexico,,1,U.S./Mexico Border,13/05/2014,PCOME,Verified,32.1607,-111.855
347,Drowning,Sub-Saharan Africa,,200,17,Mediterranean,12/05/2014,ANSA Med and Relief Web,Verified,34.7086,15.6665
348,Blunt force injuries,Central America,,,1,U.S./Mexico Border,10/05/2014,PCOME,Verified,32.0654,-111.3052083
349,"Starvation, Dehydration, Exhaustion",Sub-Saharan Africa,Niger,33,13,North Africa,09/05/2014,Reuters and Middle East eye,Verified,20.086,5.18555
350,Unknown (skeletal remains),Central America,,,1,U.S./Mexico Border,08/05/2014,PCOME,Verified,32.0456,-111.2807834
351,,Horn of Africa,Eritrea,,1,Mediterranean,07/05/2014,ANSA Med,Verified,35.8196,11.7554
352,Unknown (skeletal remains),Central America,,,1,U.S./Mexico Border,06/05/2014,PCOME,Verified,32.13633713,-111.4099895
353,Drowning,Sub-Saharan Africa,,33,44,Mediterranean,06/05/2014,Relief Web/UNHCR,Verified,33.1045,14.3481
354,Drowning,MENA,,7,22,Mediterranean,05/05/2014,BBC,Verified,37.84843322,27.1115335
355,Drowning,Horn of Africa,"Eritrea, Ethiopia, Somalia",,4,Mediterranean,02/05/2014,Relief Web,Verified,32.6801,15.9961
356,Fell from truck,Horn of Africa,Eritrea,,1,Europe,02/05/2014,Calais Migrant Solidarity,Verified,50.9513,1.85869
357,Drowning,Caribbean,,3,6,Caribbean,01/05/2014,Dominican Today,Verified,18.3079,-69.5819
358,Unknown (skeletal remains),Central America,,,1,U.S./Mexico Border,01/05/2014,PCOME,Verified,32.13281032,-111.5398149
359,Drowning,Horn of Africa,Somalia,40,,Mediterranean,30/04/2014,Relief Web,Verified,31.9224,16.5234
360,Unknown (skeletal remains),Central America,,,1,U.S./Mexico Border,30/04/2014,PCOME,Verified,32.0374,-111.631
361,Blunt force injuries,Central America,Mexico,,1,U.S./Mexico Border,27/04/2014,PCOME,Verified,32.13248362,-111.5813491
362,Hyperthermia,Central America,Mexico,,1,U.S./Mexico Border,27/04/2014,PCOME,Verified,32.09096259,-111.541856
363,Shot,,,,1,U.S./Mexico Border,23/04/2014,PCOME,Verified,32.12468768,-111.6389622
364,Shot,East Asia,China (ethnic Uighur),,5,Southeast Asia,21/04/2014,New York Times,Verified,21.5928,107.493
365,Unknown (skeletal remains),Central America,,,1,U.S./Mexico Border,18/04/2014,PCOME,Verified,32.2119,-111.996
366,Unknown (skeletal remains),Central America,,,1,U.S./Mexico Border,17/04/2014,PCOME,Verified,32.1991,-111.82
367,Drowning,MENA,Syrian Arab Republic,1,8,Mediterranean,16/04/2014,World Bulletin,Verified,38.66920827,26.63088828
368,,Central America,,,1,U.S./Mexico Border,14/04/2014,PCOME,Verified,32.11650223,-111.4944827
369,Unknown (skeletal remains),Central America,,,1,U.S./Mexico Border,14/04/2014,PCOME,Verified,32.19563524,-111.5666025
370,Unknown (skeletal remains),Central America,,,1,U.S./Mexico Border,14/04/2014,PCOME,Verified,32.17472481,-111.4080442
371,"Hyperthermia, Abandoned by smugglers in the desert",Horn of Africa,"Sudan (6), Ethiopia (2), Eritrea (1), Unknown (1)",,10,North Africa,14/04/2014,Agence France Presse,Verified,23.3112,21.8569
372,Unknown (skeletal remains),Central America,,,1,U.S./Mexico Border,10/04/2014,PCOME,Verified,32.0397,-111.633
373,Unknown (skeletal remains),Central America,,,1,U.S./Mexico Border,10/04/2014,PCOME,Verified,31.9967,-111.787
374,Drowning,Sub-Saharan Africa,Zimbabwe,,17,Sub-Saharan Africa,09/04/2014,AllAfrica,Verified,-23.8148,32.4884
375,,,,,1,Mediterranean,09/04/2014,Deutsche Welle,Verified,34.5645,15.8862
376,Unknown (skeletal remains),Central America,Mexico,,1,U.S./Mexico Border,02/04/2014,PCOME,Verified,32.07696365,-111.3660989
377,Unknown (skeletal remains),Central America,,,1,U.S./Mexico Border,30/03/2014,PCOME,Verified,32.1317,-111.816
378,Unknown (skeletal remains),Central America,,,1,U.S./Mexico Border,30/03/2014,PCOME,Verified,32.0444,-111.908
379,Blunt force injuries,Central America & Mexico,,,1,U.S./Mexico Border,30/03/2014,PCOME,Verified,32.17117489,-111.5894827
380,Fell from wall,Central America & Mexico,El Salvador,,1,U.S./Mexico Border,30/03/2014,Nogales International and PCOME,Verified,34.1014,-110.964
381,Unknown (skeletal remains),Central America,,,1,U.S./Mexico Border,26/03/2014,PCOME,Verified,32.0339,-111.728
382,Unknown (skeletal remains),Central America,,,1,U.S./Mexico Border,26/03/2014,PCOME,Verified,32.084,-111.901
383,Unknown (skeletal remains),Central America,,,1,U.S./Mexico Border,23/03/2014,PCOME,Verified,32.16308885,-111.4407119
384,Drowning,Sub-Saharan Africa,Democratic Republic of the Congo,,251,Sub-Saharan Africa,22/03/2014,BBC (UNHCR),Verified,1.63236,30.8881
385,Drowning,MENA,Syria,2,7,Mediterranean,18/03/2014,Guardian,Verified,39.39881406,26.49353555
386,Toxic fumes/asphyxiation,,'African',,1,Mediterranean,17/03/2014,Global post,Verified,34.9797,12.6563
387,Vehicle accident,Horn of Africa,Ethiopia,,1,Europe,15/03/2014,Daily Mail UK,Verified,50.9688,1.87368
388,Unknown (skeletal remains),Central America,,,1,U.S./Mexico Border,15/03/2014,PCOME,Verified,32.18131364,-111.4797256
389,Unknown (skeletal remains),Central America,,,1,U.S./Mexico Border,15/03/2014,PCOME,Verified,32.05104215,-111.4934585
390,,Horn of Africa,Ethiopia,,1,Europe,14/03/2014,Daily Mail UK,Verified,50.95027305,1.848663169
391,Vehicle accident,Horn of Africa,Ethiopia,,1,Europe,12/03/2014,Daily Mail UK,Verified,50.9686,1.8675
392,Drowning,Horn of Africa,Somalia,44,,Horn of Africa,11/03/2014,UNHCR,Verified,12.5331,47.9224
393,Found hanged,South America,Ecuador,,1,U.S./Mexico Border,11/03/2014,New York Times,Verified,31.6904,-106.425
394,Hit by vehicle,Southern Europe,Albania,,1,Europe,09/03/2014,Daily Mail UK,Verified,50.9365,1.85566
395,Hyperthermia,Central America & Mexico,Guatemala,,1,U.S./Mexico Border,04/03/2014,PCOME,Verified,34.1014,-110.964
396,Drowning after being thrown overboard by other passengers,Horn of Africa,Somalia,,7,Mediterranean,27/02/2014,Libya Herald,Verified,33.1597,15.1831
397,Shot,South Asia,Bangladesh,,1,,26/02/2014,Daily Star,Verified,25.1841,88.9055
398,Drowning,Horn of Africa,Ethiopia,6,11,Horn of Africa,26/02/2014,IOM,Verified,20.2802,38.5126
399,Unknown (skeletal remains),Central America,,,1,U.S./Mexico Border,25/02/2014,PCOME,Verified,32.1398,-111.841
400,Unknown (skeletal remains),Central America,,,1,U.S./Mexico Border,21/02/2014,PCOME,Verified,32.086345,-111.4979622
401,Drowning,Caribbean,Haiti,,8,Caribbean,20/02/2014,AP,Verified,18.4505,-67.7966
402,,Central America,,,1,U.S./Mexico Border,20/02/2014,PCOME,Verified,32.077,-111.767
403,Shot,Central America,Mexico,,1,U.S./Mexico Border,18/02/2014,CNN,Verified,32.5543,-117.052
404,Unknown (skeletal remains),Central America,,,1,U.S./Mexico Border,17/02/2014,PCOME,Verified,32.013,-111.786
405,,Horn of Africa,Somalia,,2,Mediterranean,17/02/2014,Malta Today,Verified,35.1092,13.623
406,Unknown (skeletal remains),Central America,,,1,U.S./Mexico Border,16/02/2014,PCOME,Verified,32.12465621,-111.4379653
407,Unknown (skeletal remains),Central America,,,1,U.S./Mexico Border,16/02/2014,PCOME,Verified,32.0234,-111.709
408,Unknown (skeletal remains),Central America,,,1,U.S./Mexico Border,11/02/2014,PCOME,Verified,32.09440758,-111.4429106
409,Shot,,Reported as unspecified nationals of Africa,,15,Mediterranean,06/02/2014,L'Espresso,Verified,35.8793,-5.36407
410,Vehicle accident,South Asia,Iran,,1,Europe,30/01/2014,Calais Migrant Solidarity,Verified,50.9355,1.87866
411,Drowning,Caribbean,Haiti,,1,Caribbean,30/01/2014,Local10.com,Partially Verified,26.116,-80.0464
412,Unknown (skeletal remains),Central America,,,1,U.S./Mexico Border,29/01/2014,PCOME,Verified,32.16074984,-111.4248181
413,Unknown (skeletal remains),Central America,,,1,U.S./Mexico Border,29/01/2014,PCOME,Verified,32.084,-111.937
414,Unknown (skeletal remains),Central America,,,1,U.S./Mexico Border,28/01/2014,PCOME,Verified,32.15108862,-111.4742324
415,Unknown (skeletal remains),Central America,Mexico,,1,U.S./Mexico Border,25/01/2014,PCOME,Verified,32.09642564,-111.5840957
416,Unknown (skeletal remains),Central America,,,1,U.S./Mexico Border,24/01/2014,PCOME,Verified,32.21733806,-111.5401504
417,Unknown (skeletal remains),Central America,,,1,U.S./Mexico Border,24/01/2014,PCOME,Verified,32.0638449,-111.4453933
418,Unknown (skeletal remains),Central America,,,1,U.S./Mexico Border,22/01/2014,PCOME,Verified,32.20585855,-111.6376951
419,Drowning,MENA,"Afghanistan, Syrian Arab Republic",,12,Mediterranean,19/01/2014,European Council on Refugees and Exiles,Verified,37.2832,27.1582
420,,Central America,,,1,U.S./Mexico Border,17/01/2014,PCOME,Verified,32.24521814,-111.5264175
421,Shot,Central America,Mexico,,1,U.S./Mexico Border,16/01/2014,Ministry of Foreign Affairs Mexico,Verified,31.3447,-109.545
422,Hyperthermia,MENA,Sudan,,1,Europe,16/01/2014,EUBusiness (Agence France-Presse),Verified,59.1551,27.8586
423,Unknown (skeletal remains),Central America,,,1,U.S./Mexico Border,14/01/2014,PCOME,Verified,32.0875,-111.92
424,Unknown (skeletal remains),Central America,,,1,U.S./Mexico Border,12/01/2014,PCOME,Verified,32.16736488,-111.5538833
425,Unknown (skeletal remains),Central America,Guatemala,,1,U.S./Mexico Border,06/01/2014,Humane Borders Arizona Open GIS Initiative,Verified,32.1848005,-111.5154312
427,"Mostly starvation, dehydration, and beatings by crew members",South East Asia,Mixed,750,,Southeast Asia,30/12/2014,UNHCR,Partially Verified,13.5317,87.5396
428,Mixed,Central America,Guatemala,,41,Central America incl. Mexico,30/10/2014,"Minitry of External Relations, Government of Guatemala",Verified,23.6345,-102.553
430,Mixed,Central America,El Salvador,,64,Central America incl. Mexico,30/08/2014,Permanent Mission of El Salvador to the United Nations in Geneva,Verified,19.1452,-101.074
432,Drowning,MENA,Syrian and Iraqi,4,34,Mediterranean,13/09/2015,IOM Athens and Reuters,Partially Verified,37.2948,27.1199
433,Drowning,Middle East,Iraqi,,4,Mediterranean,12/09/2015,IOM Greece,Partially Verified,37.78265371,27.25637871
434,Drowning,MENA,Syrian,1,,Mediterranean,12/09/2015,IOM Greece,Partially Verified,39.2836,26.5057
436,Plane stowaway,,Reported as unspecified national of Africa,,1,Europe,12/09/2015,Reuters,Partially verified,52.3105,4.76827
441,Drowning,MENA,Syrian,,1,Europe,01/09/2015,BBC,Partially Verified,40.9057,21.5093
443,Drowning,Sub-Saharan Africa,"Gambia, Nigeria and Senegal",20,,Mediterranean,06/09/2015,IOM Rome,Partially verified,34.7732,13.1616
444,Drowning,Sub-Saharan Africa,,1,1,Mediterranean,06/09/2015,Globedia,Partially Verified,36.0013,-5.39978
447,Drowning,Mixed,"Reported as unspecified nationals of Somalia, Sudan and Nigeria",43,1,Mediterranean,02/09/2015,IOM Rome,Verified,34.0345,14.5679
448,Head injury,,,,1,Europe,04/09/2015,The Express,Partially Verified,47.4912,18.637
449,Hit by train,,,,1,Europe,04/09/2015,The Independent,Partially verified,41.3473,26.6058
450,Drowning,South East Asia,Indonesia,,61,Southeast Asia,03/09/2015,New York Times,Partially Verified,4.08995,99.7565
452,Drowning,Middle East,"Syria, Iraq",3,7,Mediterranean,02/09/2015,IOM Turkey,Partially Verified,36.9438,27.2829
453,Drowning,Middle East,Syria,,5,Mediterranean,02/09/2015,IOM Turkey,Verified,36.9091,27.3811
454,Drowning,MENA,Syrian,,1,Mediterranean,02/09/2015,IOM Greece,Verified,38.35003007,26.44191878
455,Drowning,Middle East/ South Asia,,,1,Mediterranean,02/09/2015,IOM Greece,Verified,39.3962,26.1349
456,Unknown (bodies recovered from boat),Sub-Saharan Africa,,,4,Mediterranean,01/09/2015,LaPresse,Partially Verified,33.71517056,16.19389141
458,Killed,MENA,,,1,Mediterranean,29/08/2015,IOM Greece,Verified,36.58248021,27.90391909
459,"Suffocation, Trampled",Sub-Saharan Africa,Nigeria,,2,Mediterranean,28/08/2015,IOM Rome,Verified,35.2811,12.3147
461,,,,,1,Mediterranean,27/08/2015,IOM Rome,Partially Verified,36.7546,16.1817
462,,,,,6,Mediterranean,31/08/2015,IOM Rome,Partially Verified,35.5054,15.9741
463,Pulmonary edema,Horn of Africa,Somalia,,1,Mediterranean,31/08/2015,IOM Greece,Partially Verified,39.1319,26.5171
464,Drowning,MENA,,,37,Mediterranean,30/08/2015,Reuters,Partially Verified,33.4152,17.2723
465,Drowning,MENA,Mixed,91,111,Mediterranean,28/08/2015,Libyan Red Crescent,Partially Verified,32.974,17.3162
466,Asphyxiation,,,5,3,Mediterranean,27/08/2015,IOM Rome,Partially Verified,34.6192,12.3202
467,Suffocation,MENA,"Syrian, Iraqi, Afghan",,71,Europe,27/08/2015,WSJ,Partially Verified,48.1813,16.4472
468,,Horn of Africa,Somalia,,1,Mediterranean,25/08/2015,IOM Rome,Partially Verified,35.1379,17.5891
469,Drowning,MENA,Iraq,4,2,Mediterranean,24/08/2015,IOM Greece,Verified,39.2411,26.5551
470,Unknown (body recovered from boat),MENA,Syria,,1,Mediterranean,21/08/2015,IOM Greece,Verified,39.3665,26.47
471,Unknown (found dead on top of train),,,,1,Europe,24/07/2015,The Express,Partially Verified,47.5172,1.142580625
472,Drowning,,,,1,Europe,24/07/2015,The Independent,Partially Verified,49.838,-0.351563
474,,Sub-Saharan Africa,Unknown. Survivors all from Sub-Saharan African nations.,,1,Mediterranean,18/01/2015,MediaSet TGCOM24,Partially Verified,34.6694,15.3369
475,Drowning,Middle East/ South Asia,Syrian. An infant was among the dead.,,6,Mediterranean,18/08/2015,Associated Press,Partially Verified,36.8236,27.4013
