L101,L102,L103,L104,L106,L107,L108,DAY,TIME
1.77,1.375,2.56,6.3,46.46,1.57,1.77,18,5367
1.575,1.97,1.97,8.465,46.265,0.98,1.18,18,5368
1.97,3.54,3.54,9.845,44.49,2.165,1.375,18,5369
2.165,2.955,3.345,9.84,45.675,1.77,0.985,18,5370
12.6,1.965,2.555,7.085,12.005,0.985,1.18,18,5371
45.475,2.165,1.375,6.89,3.74,1.965,2.165,18,5372
45.67,3.74,2.95,12.995,8.665,2.165,2.165,18,5373
45.67,4.33,2.755,13.98,14.965,3.74,1.575,18,5374
45.475,4.33,2.755,12.8,7.48,2.36,1.97,18,5375
45.67,2.36,3.935,7.675,8.855,2.165,2.165,18,5376
46.855,2.56,3.74,7.875,12.405,1.575,0.785,18,5377
45.475,3.545,2.56,12.405,12.99,2.165,1.18,18,5378
46.065,3.94,2.755,17.325,6.695,2.56,1.77,18,5379
45.87,2.165,2.56,8.07,4.33,3.15,1.57,18,5380
35.04,4.135,2.56,14.175,19.885,2.165,2.36,18,5381
3.545,4.92,3.54,15.555,22.64,2.165,1.77,18,5382
2.56,3.54,2.755,16.14,9.45,3.15,2.36,18,5383
2.365,5.315,2.36,15.16,18.31,3.545,1.965,18,5384
2.36,4.33,2.76,13.78,57.88,4.135,2.165,18,5385
2.955,5.12,3.935,15.355,80.32,2.165,4.525,18,5386
3.15,7.48,4.135,16.145,41.735,3.74,2.365,18,5387
3.935,5.705,4.33,25,19.49,4.33,7.085,18,5388
3.545,4.33,5.51,14.175,23.035,3.935,2.755,18,5389
4.53,6.5,6.89,29.53,16.34,2.56,3.345,18,5390
3.935,5.905,4.92,27.955,14.96,5.115,5.315,18,5391
3.94,7.48,6.1,24.41,20.08,4.135,5.51,18,5392
5.315,6.495,6.89,27.955,14.96,4.33,4.135,18,5393
4.33,8.86,8.07,26.575,12.005,6.3,6.3,18,5394
4.92,5.71,7.675,22.84,20.87,3.545,5.51,18,5395
6.1,6.695,10.04,28.745,17.915,4.135,12.205,18,5396
2.955,7.085,5.115,11.81,8.465,4.135,4.725,18,5397
8.27,10.435,5.905,37.995,15.555,4.92,5.315,18,5398
5.71,7.28,9.645,45.87,21.065,6.69,8.66,18,5399
8.66,10.24,12.205,43.31,18.11,9.25,9.255,18,5400
8.855,10.63,9.255,34.45,21.455,7.285,10.435,18,5401
5.12,13.78,10.24,25.59,17.32,8.27,6.495,18,5402
8.66,9.645,9.055,43.115,15.36,5.12,20.08,18,5403
6.89,13.78,10.635,45.675,19.29,6.5,11.415,18,5404
11.025,20.275,11.22,47.05,15.16,8.465,18.9,18,5405
8.27,16.145,23.82,47.84,19.095,9.645,11.025,18,5406
12.4,15.75,16.73,51.58,19.49,9.45,13.975,18,5407
8.665,24.805,18.505,45.87,19.095,9.055,27.365,18,5408
10.435,30.91,13.19,78.15,19.1,6.695,14.37,18,5409
8.27,25,30.515,98.825,20.475,15.16,15.555,18,5410
15.945,32.48,18.305,100,41.34,8.86,25.595,18,5411
11.415,84.655,16.735,100,53.745,8.665,11.615,18,5412
12.6,95.285,37.01,100,54.335,11.42,9.45,18,5413
17.13,78.94,16.93,100,16.93,16.935,26.38,18,5414
10.83,90.165,45.08,100,25.785,14.175,21.655,18,5415
14.37,86.815,57.68,100,39.57,10.63,29.135,18,5416
13.39,94.295,54.925,100,30.905,9.45,24.015,18,5417
42.525,73.825,70.87,100,34.845,12.405,12.795,18,5418
22.835,88.785,80.325,100,53.155,13.78,13.19,18,5419
44.095,100,73.825,100,39.175,12.205,43.31,18,5420
86.625,99.61,83.47,100,26.775,9.255,20.275,18,5421
62.21,95.87,52.96,100,23.82,10.04,20.08,18,5422
79.735,100,59.65,100,33.86,10.435,19.295,18,5423
70.085,100,19.49,100,33.27,12.795,20.475,18,5424
91.935,100,37.795,100,29.925,9.25,28.35,18,5425
78.745,100,60.045,100,50.99,9.645,20.275,18,5426
77.565,92.915,51.58,99.415,44.295,8.66,31.305,18,5427
66.935,98.625,55.715,100,25.005,14.765,17.72,18,5428
76.975,100,51.385,100,34.45,38.585,24.805,18,5429
65.755,100,69.295,100,41.34,34.65,30.905,18,5430
62.6,72.445,96.46,100,24.415,78.155,19.685,18,5431
76.38,99.805,96.665,100,46.66,87.8,13.385,18,5432
70.875,100,97.445,100,37.205,93.115,25,18,5433
68.705,91.34,98.43,100,26.58,84.65,42.92,18,5434
51.58,100,99.215,100,37.01,100,24.61,18,5435
63.195,100,98.43,100,64.765,100,20.08,18,5436
74.025,92.915,40.14852118,100,64.375,100,16.34,18,5437
94.885,84.65,41.17312021,100,40.55,86.025,17.125,18,5438
84.845,90.36,42.45205169,100,41.735,78.55,32.485,18,5439
66.34,77.76,43.65434844,100,19.29,66.935,32.88,18,5440
69.49,76.775,99.805,100,33.665,63.585,18.11,18,5441
56.3,63.59,100,100,37.015,54.135,46.065,18,5442
67.33,80.52,96.07,100,32.485,100,20.675,18,5443
65.165,84.85,81.695,100,30.12,79.53,22.835,18,5444
93.905,92.33,77.37,100,20.28,81.505,16.145,18,5445
78.545,93.9,59.06,100,32.485,100,21.26,18,5446
64.375,51.185,67.135,100,21.46,99.61,34.255,18,5447
75.595,34.06,42.92,100,22.05,95.675,27.955,18,5448
74.61,17.52,39.965,100,31.105,100,68.115,18,5449
57.285,19.885,66.545,97.84,65.95,93.115,60.44,18,5450
48.23,19.1,57.29,58.075,76.585,88.59,49.81,18,5451
82.875,15.55,93.505,53.745,68.51,80.52,45.87,18,5452
78.94,10.825,97.25,43.115,65.75,94.295,9.055,18,5453
83.865,14.37,100,43.505,49.02,100,23.82,18,5454
74.02,19.095,100,38.385,37.21,98.825,34.65,18,5455
80.32,19.49,93.9,50.005,26.185,90.16,17.13,18,5456
66.345,20.475,62.405,56.5,22.44,89.175,25.79,18,5457
82.09,13.98,58.47,79.925,23.62,89.575,37.795,18,5458
66.54,38.585,62.01,71.86,30.12,83.86,15.75,18,5459
91.735,14.37,64.375,100,46.855,89.575,16.34,18,5460
95.08,16.535,12.01,100,23.43,97.05,67.72,18,5461
65.95,15.155,18.31,88.585,42.72,95.28,87.41,18,5462
67.725,15.745,29.925,85.835,40.36,76.975,76.975,18,5463
69.69,17.325,20.28,43.51,34.845,67.135,71.265,18,5464
86.42,33.075,28.345,51.975,28.74,98.625,62.8,18,5465
61.225,12.99,14.96,44.885,50.595,79.925,63.39,18,5466
84.06,15.355,23.035,59.65,74.025,77.955,42.125,18,5467
51.97,14.175,35.83,94.49,37.8,85.635,56.5,18,5468
79.14,24.805,19.095,95.87,48.625,91.545,54.73,18,5469
83.47,19.295,42.325,100,67.72,67.725,21.85,18,5470
76.58,15.155,34.255,100,60.635,84.65,31.5,18,5471
62.205,28.745,68.905,100,78.945,92.92,23.23,18,5472
68.905,18.51,59.45,100,84.065,79.14,14.57,18,5473
66.935,52.565,36.615,100,85.24,77.565,49.805,18,5474
68.9,46.66,38.585,100,59.85,23.035,34.845,18,5475
71.66,31.3,36.42,100,31.3,24.41,22.05,18,5476
89.57,13.975,47.245,100,30.71,60.24,17.72,18,5477
97.64,15.355,56.895,90.75,35.83,88.785,40.945,18,5478
64.965,17.52,74.61,94.295,70.48,56.305,19.49,18,5479
63.585,13.585,42.915,83.465,46.655,57.88,31.895,18,5480
55.91,17.13,20.08,88.19,47.05,58.47,33.27,18,5481
88.395,8.86,21.065,50.79,30.71,37.405,41.345,18,5482
83.865,23.425,32.285,48.625,25.395,24.61,60.24,18,5483
68.315,23.43,39.375,86.815,36.025,10.235,67.72,18,5484
76.975,18.895,50,100,44.69,10.83,69.3,18,5485
58.08,20.675,14.37,100,24.415,25.2,75.99,18,5486
70.875,29.925,7.675,100,43.31,10.63,70.475,18,5487
66.935,52.365,42.72,100,36.225,16.735,80.91,18,5488
76.185,32.68,50.79,100,35.04,13.785,89.375,18,5489
76.385,83.47,42.525,100,34.06,10.63,70.475,18,5490
60.44,35.44,32.285,100,29.335,12.795,55.125,18,5491
69.295,24.61,60.435,100,39.77,17.125,63.785,18,5492
66.545,30.905,76.38,100,24.605,12.995,86.225,18,5493
67.92,28.545,31.895,100,33.665,13.385,72.25,18,5494
73.825,24.215,85.835,100,44.885,18.7,68.315,18,5495
67.92,14.965,67.33,100,39.765,14.765,72.25,18,5496
90.95,15.355,55.515,98.825,39.37,12.995,76.19,18,5497
73.035,14.17,75.4,82.685,28.35,17.125,73.035,18,5498
75.6,23.035,85.83,66.935,42.525,12.405,62.605,18,5499
58.075,15.945,50.4,90.755,25.2,11.22,72.25,18,5500
64.575,16.14,53.35,100,27.76,11.815,69.89,18,5501
69.495,17.915,57.29,94.105,43.115,15.75,74.415,18,5502
85.045,22.835,55.125,100,40.16,10.435,75.2,18,5503
80.91,15.75,44.495,100,27.56,15.945,96.655,18,5504
76.385,13.385,29.925,100,26.575,19.29,76.78,18,5505
81.505,27.56,23.23,84.06,33.86,25.395,71.07,18,5506
91.545,20.275,36.42,100,41.535,18.7,76.975,18,5507
62.01,12.6,18.9,95.475,27.17,14.17,77.76,18,5508
80.91,16.34,17.325,88.59,21.265,19.095,77.365,18,5509
60.83,15.555,14.37,95.675,36.225,19.1,72.84,18,5510
98.43,15.945,34.255,100,27.76,21.66,70.87,18,5511
77.565,19.69,40.355,100,21.85,11.025,91.54,18,5512
82.685,22.835,22.05,100,55.715,12.205,68.315,18,5513
79.14,30.71,60.435,100,50.2,8.07,55.91,18,5514
62.605,14.17,56.105,100,43.705,13.98,68.115,18,5515
90.95,24.02,67.525,100,56.895,13.385,58.47,18,5516
78.155,28.74,51.975,100,62.41,11.815,80.71,18,5517
60.435,13.585,55.12,100,32.285,12.6,60.04,18,5518
75.01,41.34,59.255,100,61.62,10.235,72.84,18,5519
61.03,91.93,56.5,100,79.14,6.69,50.985,18,5520
64.18,100,63.195,100,59.85,17.72,69.885,18,5521
74.215,100,71.465,100,43.31,39.175,70.675,18,5522
75.79,100,56.505,100,29.92,12.01,62.405,18,5523
69.89,100,59.06,100,41.345,20.865,72.25,18,5524
77.17,100,48.23,100,38.585,7.48,69.49,18,5525
83.275,100,62.605,100,46.855,9.055,65.56,18,5526
54.335,100,69.495,100,33.465,7.875,71.86,18,5527
42.325,50.59,37.405,50.785,14.765,4.33,36.025,18,5528
64.375,99.02,64.57,100,25.59,12.995,64.18,18,5529
58.47,95.87,59.65,100,27.955,14.37,68.71,18,5530
60.83,99.415,83.47,100,27.56,12.4,65.555,18,5531
63.195,89.57,60.045,100,25.79,11.02,65.755,18,5532
86.03,97.05,66.54,100,30.32,10.04,60.04,18,5533
88.195,97.45,58.665,100,33.865,13.78,68.315,18,5534
65.56,100,68.705,100,36.815,19.885,63.585,18,5535
57.485,99.805,48.625,100,28.345,26.58,65.95,18,5536
74.81,100,39.765,100,19.29,10.63,58.865,18,5537
58.86,98.43,35.435,100,27.755,16.145,60.83,18,5538
52.37,96.855,41.535,100,25.785,22.05,65.555,18,5539
69.1,100,27.76,100,25.985,13.39,78.55,18,5540
81.895,100,18.31,100,20.87,13.98,65.555,18,5541
76.775,100,32.09,100,19.685,9.845,79.535,18,5542
75.2,100,43.905,100,24.015,17.32,71.655,18,5543
76.975,100,42.13,100,34.255,13.39,73.825,18,5544
70.475,100,54.925,100,23.62,11.025,100,18,5545
57.685,100,52.76,100,33.66,19.095,86.42,18,5546
86.23,84.85,55.32,100,27.165,43.9,64.965,18,5547
58.665,100,84.65,100,21.85,14.375,89.575,18,5548
59.65,100,58.075,100,22.245,11.22,66.345,18,5549
62.01,91.15,70.285,100,21.855,54.925,69.295,18,5550
54.14,100,21.455,100,23.23,23.825,76.385,18,5551
91.15,100,18.505,100,24.805,15.355,82.485,18,5552
82.485,99.61,41.145,100,22.84,19.29,76.975,18,5553
69.1,100,36.62,100,28.345,8.265,83.075,18,5554
63.39,79.725,65.95,100,25.985,9.84,56.5,18,5555
55.32,91.345,59.255,100,33.86,9.845,75.205,18,5556
66.74,91.145,66.345,100,31.495,14.37,54.535,18,5557
42.72,100,73.43,100,30.71,14.765,60.635,18,5558
61.03,77.76,74.61,100,28.35,11.415,66.54,18,5559
75.005,100,52.76,100,29.135,18.7,70.475,18,5560
57.485,89.575,67.13,100,26.575,50.005,88.195,18,5561
75.4,98.43,44.885,100,33.27,28.94,100,18,5562
59.845,56.105,22.64,100,21.655,24.61,100,18,5563
75.6,69.495,32.88,100,22.64,65.16,100,18,5564
68.115,29.725,21.655,100,25.395,67.33,100,18,5565
84.06,10.83,19.685,99.215,25.595,56.895,95.475,18,5566
61.42,19.88,37.205,48.035,40.75,73.235,96.855,18,5567
63.19,21.855,32.68,77.565,33.075,85.245,85.045,18,5568
84.455,16.535,39.175,76.58,29.725,67.72,74.81,18,5569
56.5,16.145,62.01,73.825,28.94,100,91.93,18,5570
60.835,10.235,61.42,60.045,26.97,95.68,96.07,18,5571
58.27,21.065,34.65,64.965,34.255,89.965,62.405,18,5572
51.185,10.435,48.82,72.45,36.62,93.505,57.485,18,5573
99.805,17.915,42.72,68.31,27.17,97.445,67.92,18,5574
73.035,12.01,27.76,62.605,27.755,86.23,86.03,18,5575
69.495,15.16,56.5,48.82,32.875,77.17,95.675,18,5576
59.65,12.6,62.015,51.185,35.83,56.895,77.565,18,5577
63.98,20.67,75.79,68.31,42.525,24.605,54.925,18,5578
72.25,21.065,48.035,83.475,74.415,30.71,65.95,18,5579
82.29,13.98,40.16,100,67.725,52.17,88.98,18,5580
82.29,19.49,47.05,87.805,62.015,64.375,81.7,18,5581
77.96,12.995,41.54,98.625,39.37,27.17,77.565,18,5582
71.465,13.78,37.995,89.375,35.04,53.94,32.09,18,5583
79.93,17.52,19.295,75.005,38,99.805,24.215,18,5584
58.86,15.55,49.02,77.76,97.845,72.445,24.015,18,5585
78.155,18.31,50.395,100,63.985,71.66,20.28,18,5586
69.1,15.75,52.955,100,34.055,69.69,23.035,18,5587
71.265,17.32,27.955,92.13,40.36,46.855,25,18,5588
66.935,14.765,44.295,93.505,38.19,47.445,13.19,18,5589
59.06,12.6,65.16,59.65,25.59,69.69,23.035,18,5590
67.135,22.64,21.065,90.36,25.595,85.24,26.575,18,5591
82.29,11.615,27.955,73.235,38.19,83.665,10.04,18,5592
83.075,20.08,32.09,85.435,33.07,72.055,17.915,18,5593
67.33,31.3,60.045,89.175,28.94,60.045,17.325,18,5594
69.3,16.34,27.365,100,31.895,48.43,31.89,18,5595
76.975,14.175,20.08,100,25.395,47.445,11.415,18,5596
72.45,14.765,53.94,100,35.235,41.935,23.825,18,5597
68.9,14.565,22.245,100,32.485,61.425,14.965,18,5598
58.27,20.475,15.75,98.825,25.79,48.235,19.685,18,5599
66.935,18.505,51.775,98.825,25,45.87,26.575,18,5600
58.665,16.54,45.67,100,26.775,35.24,18.7,18,5601
66.54,16.14,39.765,99.415,34.255,18.115,22.835,18,5602
62.8,15.55,61.025,78.155,30.905,23.23,19.095,18,5603
71.66,25.595,59.65,63.395,55.12,32.285,17.125,18,5604
58.86,17.715,62.21,63.39,65.165,26.38,22.245,18,5605
72.25,18.31,38.385,51.185,41.735,31.89,17.915,18,5606
73.235,17.325,58.27,52.37,35.24,16.145,9.845,18,5607
83.67,17.915,52.17,74.22,25.595,15.16,13.98,18,5608
87.8,28.94,25.79,74.02,22.445,12.21,18.9,18,5609
97.055,29.335,34.255,79.335,22.245,11.815,44.885,18,5610
77.96,19.49,45.87,100,21.46,8.86,17.915,18,5611
89.57,14.57,69.1,100,31.695,11.415,49.805,18,5612
61.225,10.825,33.665,60.435,24.805,18.9,14.965,18,5613
64.18,22.445,52.365,60.245,26.38,11.615,23.425,18,5614
71.465,15.16,62.01,70.87,22.44,39.18,60.045,18,5615
56.895,17.915,20.475,82.485,30.71,57.875,19.095,18,5616
80.715,17.13,37.6,94.105,34.845,62.6,12.405,18,5617
70.675,24.61,55.125,93.115,23.82,55.91,22.245,18,5618
65.95,18.31,33.075,95.28,24.015,56.695,63.59,18,5619
63.395,16.93,24.02,100,23.82,56.5,36.225,18,5620
61.025,13.585,61.225,87.405,23.825,13.585,28.545,18,5621
51.975,21.065,25.395,96.655,28.35,13.58,14.765,18,5622
37.995,13.39,50.99,100,31.105,15.75,34.055,18,5623
66.54,25.2,86.82,97.25,20.87,13.385,28.15,18,5624
74.415,35.045,75.2,100,26.575,14.965,24.415,18,5625
51.185,19.49,59.255,100,24.61,11.42,60.24,18,5626
64.375,25.985,32.29,100,29.53,12.6,37.01,18,5627
72.845,65.755,26.975,100,25.59,12.795,33.47,18,5628
69.495,100,46.655,100,32.09,14.37,10.635,18,5629
76.585,99.02,58.275,100,28.74,12.4,9.055,18,5630
38.78,100,79.73,100,27.56,9.645,20.275,18,5631
54.335,100,54.335,100,19.295,11.025,13.98,18,5632
87.605,92.72,63.985,100,26.97,12.6,18.11,18,5633
73.825,98.23,64.375,100,23.82,16.535,56.5,18,5634
44.495,88.59,16.535,100,20.275,23.825,60.24,18,5635
50.2,97.64,31.695,100,29.135,13.39,57.285,18,5636
50,93.9,71.855,100,22.245,10.63,61.62,18,5637
76.19,96.265,56.3,100,26.775,16.93,50.395,18,5638
69.1,88.39,52.96,100,23.23,13.98,72.45,18,5639
67.135,51.185,46.065,100,22.44,23.035,19.29,18,5640
55.52,41.735,65.95,100,37.21,28.745,13.385,18,5641
30.515,26.97,72.445,100,30.515,59.06,35.83,18,5642
47.445,22.44,60.44,100,23.625,26.97,32.09,18,5643
50.4,22.25,44.89,100,24.805,25.59,40.555,18,5644
54.335,12.205,28.94,100,24.61,34.255,36.22,18,5645
57.68,21.26,19.49,99.215,26.575,39.18,68.505,18,5646
54.135,18.895,39.965,100,47.445,52.365,58.67,18,5647
55.71,16.93,50.2,100,66.34,67.13,54.335,18,5648
57.88,14.765,55.91,98.035,100,52.37,62.8,18,5649
52.17,17.13,76.185,100,48.035,37.01,65.555,18,5650
37.8,15.355,78.75,100,26.575,13.385,53.155,18,5651
25.195,18.9,75.395,100,29.925,15.75,28.74,18,5652
27.365,27.565,53.35,100,33.27,15.75,21.85,18,5653
24.015,20.87,75.99,100,27.36,10.04,16.535,18,5654
19.88,32.48,70.675,100,24.02,12.01,19.49,18,5655
29.135,25.99,44.295,100,20.08,16.535,44.295,18,5656
64.57,19.295,61.03,100,25.395,54.14,39.18,18,5657
43.115,16.34,67.72,92.525,23.035,85.045,44.295,18,5658
41.34,13.785,60.835,96.065,29.53,80.91,23.82,18,5659
16.735,56.5,69.69,97.25,24.21,71.46,24.61,18,5660
16.93,23.23,64.175,96.265,25.195,63.98,40.355,18,5661
44.49,19.69,47.445,100,23.43,64.375,59.85,18,5662
49.41,18.505,43.505,98.23,20.865,19.095,70.675,18,5663
37.795,18.705,36.03,83.47,28.745,46.265,87.015,18,5664
26.185,25,36.615,89.965,28.55,76.385,75.005,18,5665
11.615,13.585,58.075,100,27.365,58.27,35.435,18,5666
32.09,11.225,34.255,91.345,22.445,26.77,42.915,18,5667
67.525,19.49,23.62,77.96,18.505,43.9,53.155,18,5668
65.36,17.915,28.55,61.62,24.415,43.31,43.9,18,5669
59.65,16.145,18.305,52.96,20.08,26.38,17.325,18,5670
26.18,11.615,44.295,49.41,23.82,17.915,21.065,18,5671
38.78,21.46,30.515,66.935,25.2,25.79,59.845,18,5672
55.715,25.2,31.3,68.705,52.565,46.46,47.64,18,5673
45.28,23.23,51.97,80.515,18.115,77.365,41.735,18,5674
49.805,16.935,23.23,88.395,8.66,100,4.525,18,5675
51.775,12.8,16.34,99.415,15.75,77.96,50,18,5676
52.76,26.185,25.195,100,29.14,93.9,52.17,18,5677
54.335,12.6,42.72,100,44.885,89.965,38.78,18,5678
54.725,22.835,30.71,88.585,36.225,68.115,55.91,18,5679
56.895,32.68,60.835,96.655,31.105,54.53,38.78,18,5680
47.645,13.39,45.87,90.16,36.42,17.525,36.025,18,5681
23.23,12.795,44.49,73.435,31.305,9.45,48.43,18,5682
37.8,14.765,62.015,57.88,32.485,11.42,45.475,18,5683
39.175,21.46,49.805,88.2,29.335,10.24,57.88,18,5684
59.06,19.29,50.005,100,32.48,8.465,56.3,18,5685
63.59,30.315,73.035,93.9,43.11,10.63,61.62,18,5686
75.595,17.915,48.825,100,28.94,8.465,53.155,18,5687
70.085,20.475,32.68,96.065,38.585,11.42,64.77,18,5688
28.15,9.645,18.305,50.59,17.32,3.545,33.27,18,5689
62.01,21.85,62.995,100,34.845,8.66,58.665,18,5690
89.18,20.87,61.815,100,41.145,11.81,87.995,18,5691
68.705,16.93,50.99,100,34.845,10.63,62.8,18,5692
77.37,19.69,41.345,100,31.5,10.825,60.435,18,5693
72.055,13.19,42.92,99.61,26.38,14.375,57.09,18,5694
56.895,17.72,35.435,92.72,40.75,8.66,60.24,18,5695
70.28,19.49,43.31,72.645,35.825,12.795,49.805,18,5696
80.32,11.22,62.995,91.935,34.255,18.9,43.31,18,5697
77.37,12.205,64.97,71.66,31.695,10.63,33.27,18,5698
64.77,15.355,35.04,57.285,23.82,10.435,24.605,18,5699
59.85,17.325,20.865,62.8,24.02,12.405,29.53,18,5700
52.17,9.65,37.405,55.12,24.805,11.025,20.675,18,5701
69.885,21.46,35.24,39.37,26.97,15.945,24.805,18,5702
64.57,14.57,48.82,72.645,25.59,8.075,14.37,18,5703
67.92,19.095,55.91,89.575,21.655,11.81,25.195,18,5704
51.775,34.845,68.12,100,21.655,14.37,45.675,18,5705
57.485,30.71,42.525,100,20.67,9.255,37.605,18,5706
24.41,13.19,18.9,100,22.245,21.46,47.835,18,5707
17.915,15.945,25.985,82.485,27.17,21.065,32.875,18,5708
19.095,19.095,49.61,74.61,24.015,10.04,22.25,18,5709
38.385,12.4,55.52,94.105,19.095,13.19,34.845,18,5710
13.19,13.585,39.965,85.835,20.275,11.225,25.2,18,5711
14.765,10.04,41.34,78.55,29.73,7.68,19.49,18,5712
15.355,13.19,48.825,54.73,17.325,19.295,23.62,18,5713
25.985,21.455,16.145,43.9,21.065,17.915,13.785,18,5714
27.76,14.57,11.81,56.3,21.065,11.42,12.6,18,5715
12.205,13.98,59.845,66.345,24.215,15.155,15.75,18,5716
10.235,25.985,59.455,61.42,27.365,24.605,21.46,18,5717
8.66,9.055,41.735,50,10.04,5.12,6.89,18,5718
16.34,17.125,56.305,51.97,22.64,18.7,13.58,18,5719
16.93,16.34,60.245,59.45,24.41,10.63,12.01,18,5720
21.26,14.57,68.315,41.54,14.96,9.645,10.63,18,5721
16.535,14.765,60.83,43.9,14.765,9.055,28.935,18,5722
6.495,12.01,57.88,52.56,25.985,10.435,28.35,18,5723
12.01,10.435,47.835,38.39,26.775,10.04,13.98,18,5724
23.625,12.99,26.575,38.19,21.46,8.07,17.52,18,5725
30.91,12.4,34.845,50.79,30.32,10.235,11.025,18,5726
19.49,13.19,66.935,50.2,15.945,12.99,13.585,18,5727
10.825,15.16,17.72,45.475,14.37,7.285,8.27,18,5728
15.355,11.815,37.995,32.285,14.765,18.11,14.175,18,5729
10.235,18.9,10.83,41.34,19.69,11.22,9.84,18,5730
10.43,14.96,46.26,48.625,18.305,7.48,6.89,18,5731
11.22,18.9,43.9,72.835,18.31,9.25,8.665,18,5732
11.81,24.015,16.54,100,15.155,7.68,14.17,18,5733
10.04,21.46,14.765,61.82,17.52,9.055,18.705,18,5734
16.735,9.65,11.42,31.3,16.735,14.57,7.09,18,5735
11.02,11.81,14.96,29.33,16.935,11.615,15.16,18,5736
12.405,11.22,11.615,38.98,15.555,9.845,32.68,18,5737
9.845,11.025,24.21,54.73,29.725,7.875,20.08,18,5738
8.86,13.78,28.74,48.035,33.665,6.695,7.68,18,5739
10.825,16.14,59.455,86.62,16.145,7.48,8.27,18,5740
12.01,15.95,29.925,48.035,14.37,12.6,7.68,18,5741
14.37,13.78,15.75,32.68,16.145,9.845,12.795,18,5742
18.11,11.615,15.75,22.445,18.305,7.28,10.435,18,5743
11.615,12.6,12.6,36.025,15.55,5.905,17.72,18,5744
12.205,21.85,23.23,28.545,19.095,8.465,7.675,18,5745
11.615,11.22,13.585,19.49,15.355,5.71,16.34,18,5746
9.645,10.63,12.795,28.545,13.39,7.68,6.69,18,5747
25.395,11.42,12.01,23.425,18.11,7.085,14.175,18,5748
5.71,3.74,17.715,13.19,8.27,3.345,12.795,18,5749
9.645,12.005,66.345,30.12,16.34,7.28,4.92,18,5750
8.465,10.24,52.76,25.985,11.42,6.89,17.525,18,5751
9.25,9.255,54.73,26.775,15.355,7.085,15.75,18,5752
8.265,34.06,15.75,21.655,15.75,5.905,26.775,18,5753
8.86,11.025,34.65,33.66,16.73,4.725,13.78,18,5754
8.07,10.04,28.545,28.545,14.37,7.48,10.24,18,5755
10.825,11.42,31.495,29.335,15.945,10.63,10.04,18,5756
15.355,6.695,18.505,25.395,13.19,5.705,8.27,18,5757
11.025,10.235,25,21.065,17.915,5.905,13.58,18,5758
11.615,12.995,25.985,38.585,13.19,4.92,10.24,18,5759
9.645,9.84,62.995,24.215,16.93,7.68,11.025,18,5760
7.48,8.86,57.485,20.87,16.735,4.725,6.105,19,5761
10.63,14.37,28.94,23.03,15.55,6.495,7.675,19,5762
9.255,9.45,22.835,26.58,14.96,6.3,6.495,19,5763
6.69,13.58,53.745,27.755,10.435,5.71,8.465,19,5764
5.12,8.86,23.82,25.985,12.6,6.1,4.725,19,5765
6.695,14.765,29.925,38.19,13.585,4.72,22.05,19,5766
11.025,7.675,56.3,21.85,14.37,9.445,13.385,19,5767
8.86,18.115,53.94,25,18.705,5.91,4.33,19,5768
6.495,8.86,52.76,27.955,11.415,6.495,6.3,19,5769
8.86,11.22,53.155,26.18,12.795,5.12,7.285,19,5770
8.86,12.795,51.19,23.43,11.815,7.68,8.07,19,5771
8.265,8.465,51.975,31.895,8.86,7.085,3.935,19,5772
5.705,12.6,53.545,27.365,13.385,5.51,9.845,19,5773
8.86,20.08,48.425,33.075,13.585,7.68,6.3,19,5774
6.89,10.825,15.355,33.07,12.99,6.5,4.92,19,5775
6.89,18.51,7.875,33.27,10.435,6.495,8.465,19,5776
6.695,15.75,15.55,37.01,13.39,10.04,5.71,19,5777
7.285,7.675,11.81,19.095,12.795,7.87,6.105,19,5778
8.465,7.68,7.875,25,10.24,6.3,7.085,19,5779
6.1,6.495,6.89,15.945,12.205,5.905,5.705,19,5780
3.54,3.935,6.89,11.615,7.68,3.15,1.77,19,5781
7.675,8.07,9.65,20.67,12.4,6.3,4.33,19,5782
6.495,7.68,8.07,17.915,14.565,5.115,11.025,19,5783
4.925,7.875,11.42,31.495,14.765,5.515,3.345,19,5784
6.695,8.07,8.07,21.46,11.025,6.105,5.315,19,5785
6.3,6.495,9.06,19.49,14.17,3.145,5.705,19,5786
4.92,5.315,8.27,13.385,10.235,4.725,3.15,19,5787
5.905,7.48,7.09,24.215,11.22,6.5,4.33,19,5788
6.495,4.135,9.645,11.025,12.01,4.33,5.91,19,5789
4.135,6.3,8.66,18.9,12.8,4.13,5.71,19,5790
8.07,8.07,10.235,25.395,9.055,4.525,3.15,19,5791
5.905,4.33,7.285,21.065,11.42,6.69,3.35,19,5792
4.725,5.315,4.925,18.505,9.45,3.545,5.12,19,5793
4.135,4.925,6.1,14.965,7.68,5.315,3.935,19,5794
4.33,5.51,5.71,16.34,8.66,5.705,2.955,19,5795
3.74,7.285,4.53,18.505,8.27,4.135,3.35,19,5796
4.135,3.74,8.665,13.585,9.255,2.955,4.135,19,5797
3.15,4.525,5.315,15.945,7.09,3.54,3.54,19,5798
5.515,4.135,4.13,17.915,8.66,3.935,4.33,19,5799
2.755,3.935,5.515,11.42,7.09,2.56,3.74,19,5800
4.13,4.135,3.94,13.385,8.07,3.345,2.955,19,5801
3.345,6.1,4.525,12.795,7.085,2.955,3.15,19,5802
3.35,3.74,4.92,13.385,5.905,2.56,3.15,19,5803
